violation_id,date,violation_type,zone,time_of_day,fine_amount,paid,vehicle_type,repeat_offender,day_of_week
713,2023-04-22,No Parking Zone,Downtown,Afternoon,100.0,True,,False,Sunday
714,2023-12-14,Expired Meter,Residential,Evening,50.0,False,Car,False,Thursday
715,2023-03-16,Expired Meter,Commercial,Morning,50.0,True,Car,False,Saturday
716,2023-04-19,Handicap,Residential,Evening,25.0,True,Car,False,Friday
717,2023-11-03,Expired Meter,Downtown,Evening,50.0,True,Truck,True,Sunday
718,2023-02-22,Expired Meter,Residential,Afternoon,25.0,True,SUV,False,Sunday
719,2023-03-17,Handicap,Residential,Night,,False,Truck,False,Wednesday
720,2023-07-28,Fire Hydrant,Industrial,Afternoon,50.0,False,Motorcycle,False,Friday
721,2023-12-14,Expired Meter,Residential,Afternoon,75.0,True,,True,Thursday
722,2023-04-19,No Parking Zone,Commercial,Afternoon,25.0,True,Car,False,Monday
723,2023-06-24,Handicap,Residential,Afternoon,75.0,False,SUV,False,Tuesday
724,2023-06-16,Street Cleaning,Downtown,Morning,50.0,True,Car,False,Wednesday
725,2023-11-28,Expired Meter,Downtown,Afternoon,75.0,False,SUV,True,Saturday
726,2023-12-07,Expired Meter,Downtown,Afternoon,50.0,False,Car,True,Tuesday
727,2023-08-31,Fire Hydrant,Commercial,Afternoon,75.0,True,Truck,True,Friday
728,2023-01-07,Expired Meter,Residential,Afternoon,100.0,True,Truck,False,Wednesday
729,2023-03-29,Expired Meter,Residential,Morning,25.0,True,Car,False,Saturday
730,2023-02-09,Expired Meter,Commercial,Afternoon,25.0,True,Car,False,Friday
731,2023-05-11,Expired Meter,Commercial,Afternoon,50.0,False,Truck,False,Wednesday
732,2023-07-06,No Parking Zone,Commercial,Afternoon,50.0,True,Car,True,Wednesday
733,2023-11-07,No Parking Zone,Residential,Evening,,False,Truck,False,Thursday
734,2023-04-25,Handicap,Commercial,Afternoon,25.0,True,Truck,True,Sunday
735,2023-02-17,Handicap,Commercial,Morning,25.0,True,Car,False,Sunday
736,2023-06-22,Expired Meter,Commercial,Afternoon,75.0,True,SUV,False,Sunday
737,2023-11-15,Street Cleaning,Residential,Afternoon,25.0,True,SUV,False,Thursday
738,2023-05-28,Expired Meter,Residential,Evening,75.0,True,Car,False,Friday
739,2023-06-15,Fire Hydrant,Industrial,Afternoon,50.0,False,Car,False,Thursday
740,2023-04-15,No Parking Zone,Downtown,Night,150.0,True,Car,False,Thursday
741,2023-07-15,No Parking Zone,Commercial,Morning,50.0,True,Car,False,Tuesday
742,2023-10-04,Expired Meter,Residential,Morning,50.0,True,Car,False,Tuesday
743,2023-11-28,Expired Meter,Residential,Afternoon,25.0,True,Car,False,Wednesday
744,2023-11-28,Expired Meter,Commercial,Afternoon,25.0,True,Car,False,Wednesday
745,2023-03-20,Handicap,Commercial,Morning,75.0,True,Car,False,Saturday
746,2023-01-15,Handicap,Residential,Afternoon,100.0,True,SUV,False,Wednesday
747,2023-08-02,Expired Meter,Residential,Evening,100.0,True,Car,False,Tuesday
748,2023-11-18,Handicap,Residential,Evening,,True,Car,False,Saturday
749,2023-04-29,Street Cleaning,Commercial,Night,,True,Truck,False,Friday
750,2023-11-08,No Parking Zone,Residential,Evening,25.0,True,Truck,False,Saturday
751,2023-08-11,Fire Hydrant,Industrial,Afternoon,50.0,True,Car,True,Tuesday
752,2023-04-07,Expired Meter,Commercial,Morning,25.0,True,Car,False,Sunday
753,2023-09-07,Fire Hydrant,Residential,Morning,50.0,False,SUV,False,Wednesday
754,2023-09-14,Expired Meter,Industrial,Afternoon,150.0,True,Car,True,Monday
755,2023-09-03,No Parking Zone,Downtown,Morning,50.0,True,Car,False,Tuesday
756,2023-09-16,No Parking Zone,Residential,Afternoon,100.0,True,Truck,False,Sunday
757,2023-08-26,Expired Meter,Commercial,Morning,150.0,True,Car,False,Wednesday
758,2023-02-15,Expired Meter,Commercial,Morning,100.0,False,Car,True,Saturday
759,2023-08-27,Expired Meter,Industrial,Evening,25.0,True,Car,False,Saturday
760,2023-03-23,Expired Meter,Commercial,Morning,50.0,True,Car,False,Thursday
761,2023-02-03,Fire Hydrant,Commercial,Afternoon,50.0,True,Truck,False,Sunday
762,2023-02-06,No Parking Zone,Commercial,Evening,25.0,True,Car,True,Saturday
763,2023-04-04,No Parking Zone,Industrial,Morning,50.0,False,Truck,False,Tuesday
764,2023-02-16,Expired Meter,Downtown,Morning,75.0,False,Truck,False,Wednesday
765,2023-10-17,No Parking Zone,Downtown,Afternoon,100.0,True,Car,False,Saturday
766,2023-03-07,No Parking Zone,Downtown,Morning,50.0,True,Truck,True,Tuesday
767,2023-06-22,Fire Hydrant,Residential,Afternoon,75.0,False,Truck,False,Sunday
768,2023-02-21,No Parking Zone,Residential,Morning,25.0,False,Car,True,Wednesday
769,2023-08-16,Handicap,Commercial,Morning,25.0,True,Car,False,Sunday
770,2023-07-18,Expired Meter,Downtown,Afternoon,75.0,True,Truck,True,Sunday
771,2023-08-16,Fire Hydrant,Industrial,Afternoon,25.0,True,SUV,False,Friday
772,2023-09-23,Expired Meter,Commercial,Evening,50.0,False,Car,False,Saturday
773,2023-03-21,Expired Meter,Commercial,Morning,75.0,True,SUV,False,Friday
774,2023-09-11,Expired Meter,Commercial,Afternoon,50.0,False,Car,True,Thursday
775,2023-02-27,No Parking Zone,Commercial,Morning,150.0,False,Car,False,Wednesday
776,2023-08-22,Street Cleaning,Commercial,Morning,75.0,True,Car,True,Saturday
777,2023-07-06,No Parking Zone,Commercial,Afternoon,75.0,True,SUV,False,Friday
778,2023-06-11,Expired Meter,Commercial,Afternoon,25.0,True,Car,True,Friday
779,2023-09-07,Fire Hydrant,Downtown,Afternoon,50.0,False,Car,False,Wednesday
780,2023-02-01,Expired Meter,Residential,Evening,100.0,True,Car,False,Friday
781,2023-11-29,No Parking Zone,Residential,Morning,75.0,True,Car,False,Thursday
782,2023-11-09,Expired Meter,Residential,Morning,50.0,False,Motorcycle,False,Sunday
783,2023-04-08,No Parking Zone,Commercial,Morning,50.0,True,Car,True,Wednesday
784,2023-03-12,Expired Meter,Commercial,Morning,50.0,False,Truck,False,Saturday
785,2023-06-05,No Parking Zone,Commercial,Night,25.0,True,Truck,True,Monday
786,2023-10-21,Expired Meter,Industrial,Afternoon,50.0,True,SUV,True,Saturday
787,2023-03-15,Expired Meter,Downtown,Afternoon,75.0,False,Motorcycle,False,Friday
788,2023-05-17,Expired Meter,Downtown,Morning,50.0,False,Car,False,Sunday
789,2023-10-24,Handicap,Residential,Evening,75.0,True,Truck,False,Friday
790,2023-09-28,Expired Meter,Downtown,Afternoon,25.0,True,Car,False,Tuesday
791,2023-06-19,No Parking Zone,Residential,Morning,25.0,True,Truck,True,Friday
792,2023-01-27,Handicap,Downtown,Night,50.0,True,Car,False,Wednesday
793,2023-03-26,Street Cleaning,Residential,Evening,50.0,False,Car,False,Wednesday
794,2023-02-10,Fire Hydrant,Downtown,Evening,75.0,False,Car,False,Saturday
795,2023-09-01,Expired Meter,Residential,Afternoon,100.0,False,Car,False,Friday
796,2023-11-25,Street Cleaning,Residential,Afternoon,25.0,True,Car,False,Monday
797,2023-08-28,No Parking Zone,Commercial,Evening,75.0,True,Motorcycle,True,Thursday
798,2023-02-14,Street Cleaning,Residential,Afternoon,25.0,True,Car,True,Wednesday
799,2023-08-11,Expired Meter,Commercial,Morning,75.0,True,Car,False,Saturday
800,2023-07-20,Fire Hydrant,Downtown,Morning,75.0,True,Car,False,Saturday
801,2023-11-01,Expired Meter,Industrial,Morning,50.0,True,Truck,True,Monday
802,2023-02-10,No Parking Zone,Commercial,Afternoon,25.0,True,,True,Saturday
803,2023-12-22,No Parking Zone,Residential,Afternoon,50.0,True,SUV,False,Wednesday
804,2023-04-25,Expired Meter,Commercial,Morning,50.0,False,SUV,False,Saturday
805,2023-07-10,Street Cleaning,Residential,Afternoon,75.0,False,Car,False,Saturday
806,2023-12-11,Handicap,Residential,Evening,75.0,True,Car,False,Wednesday
807,2023-12-27,Expired Meter,Downtown,Night,75.0,False,Truck,False,Thursday
808,2023-06-03,Handicap,Residential,Evening,25.0,False,Car,True,Saturday
809,2023-11-18,No Parking Zone,Residential,Afternoon,50.0,True,Car,True,Wednesday
810,2023-08-28,Fire Hydrant,Residential,Night,25.0,False,Car,True,Saturday
811,2023-12-29,Expired Meter,Residential,Morning,50.0,True,Truck,False,Thursday
812,2023-02-04,Street Cleaning,Commercial,Afternoon,50.0,True,SUV,False,Friday
813,2023-07-28,No Parking Zone,Residential,Afternoon,25.0,False,Car,True,Friday
814,2023-12-27,Fire Hydrant,Downtown,Afternoon,50.0,True,Car,True,Saturday
815,2023-02-04,Handicap,Industrial,Evening,50.0,True,Truck,False,Monday
816,2023-04-27,Expired Meter,Residential,Afternoon,25.0,True,Car,False,Friday
817,2023-12-18,No Parking Zone,Residential,Morning,25.0,False,Car,False,Friday
818,2023-08-20,No Parking Zone,Residential,Afternoon,75.0,True,Truck,False,Friday
819,2023-02-21,Expired Meter,Commercial,Morning,25.0,False,Car,False,Monday
820,2023-07-23,Expired Meter,Commercial,Morning,50.0,True,Car,False,Tuesday
821,2023-01-25,Expired Meter,Downtown,Afternoon,75.0,True,Car,True,Tuesday
822,2023-04-13,No Parking Zone,Industrial,Morning,50.0,False,Car,False,Monday
823,2023-02-01,Expired Meter,Commercial,Afternoon,25.0,True,SUV,False,Thursday
824,2023-01-13,Street Cleaning,Industrial,Afternoon,50.0,True,,True,Monday
825,2023-10-09,Street Cleaning,Residential,Afternoon,,False,Car,False,Saturday
826,2023-09-15,No Parking Zone,Commercial,Afternoon,75.0,True,Truck,False,Friday
827,2023-11-13,No Parking Zone,Commercial,Night,150.0,True,Car,False,Thursday
828,2023-10-24,Handicap,Downtown,Night,25.0,True,Truck,False,Saturday
829,2023-09-04,No Parking Zone,Commercial,Afternoon,100.0,True,Truck,False,Saturday
830,2023-11-21,Expired Meter,Residential,Afternoon,50.0,True,SUV,True,Sunday
831,2023-03-01,Handicap,Downtown,Morning,75.0,True,Car,False,Monday
832,2023-03-19,Expired Meter,Downtown,Morning,100.0,False,Car,False,Monday
833,2023-12-26,Expired Meter,Commercial,Evening,50.0,True,Car,False,Thursday
834,2023-06-22,Handicap,Commercial,Evening,75.0,True,Car,False,Thursday
835,2023-07-01,Expired Meter,Residential,Evening,75.0,True,Car,True,Monday
836,2023-10-03,Expired Meter,Commercial,Evening,,True,SUV,False,Thursday
837,2023-01-13,Street Cleaning,Commercial,Evening,25.0,True,Car,False,Monday
838,2023-08-12,Fire Hydrant,Commercial,Afternoon,100.0,False,Car,False,Monday
839,2023-05-22,Expired Meter,Commercial,Night,25.0,False,SUV,False,Tuesday
840,2023-11-21,Expired Meter,Industrial,Evening,25.0,False,Car,True,Friday
841,2023-09-13,Expired Meter,Commercial,Afternoon,75.0,False,Truck,True,Thursday
842,2023-02-15,Street Cleaning,Commercial,Afternoon,150.0,True,Truck,False,Thursday
843,2023-03-18,Street Cleaning,Commercial,Afternoon,75.0,True,Car,True,Thursday
844,2023-10-10,Expired Meter,Residential,Afternoon,25.0,True,,False,Saturday
845,2023-05-27,No Parking Zone,Residential,Morning,50.0,False,Car,False,Wednesday
846,2023-02-27,No Parking Zone,Residential,Morning,100.0,False,Car,False,Monday
847,2023-01-10,Fire Hydrant,Industrial,Night,50.0,True,Truck,True,Wednesday
848,2023-07-04,Expired Meter,Residential,Night,,True,Truck,False,Thursday
849,2023-08-16,Expired Meter,Commercial,Night,100.0,True,Car,False,Tuesday
850,2023-09-29,No Parking Zone,Residential,Afternoon,25.0,True,Truck,False,Friday
851,2023-09-17,Expired Meter,Industrial,Night,25.0,True,Truck,False,Tuesday
852,2023-12-23,Fire Hydrant,Commercial,Afternoon,25.0,True,Car,True,Sunday
853,2023-10-10,Expired Meter,Commercial,Morning,25.0,True,Car,False,Monday
854,2023-02-23,No Parking Zone,Commercial,Afternoon,50.0,True,Car,False,Wednesday
855,2023-11-15,Expired Meter,Commercial,Evening,75.0,False,,True,Saturday
856,2023-05-20,Expired Meter,Commercial,Evening,50.0,True,Car,False,Sunday
857,2023-11-08,Expired Meter,Commercial,Afternoon,25.0,True,Car,True,Wednesday
858,2023-05-05,Street Cleaning,Downtown,Afternoon,25.0,True,,False,Wednesday
859,2023-08-23,Expired Meter,Downtown,Night,50.0,True,Car,False,Wednesday
860,2023-09-22,No Parking Zone,Commercial,Morning,50.0,True,SUV,False,Friday
861,2023-03-29,No Parking Zone,Commercial,Morning,50.0,True,Motorcycle,False,Monday
862,2023-12-18,Fire Hydrant,Commercial,Morning,50.0,False,Car,False,Tuesday
863,2023-04-19,Expired Meter,Residential,Afternoon,50.0,True,SUV,True,Friday
864,2023-10-08,No Parking Zone,Residential,Afternoon,25.0,True,Truck,True,Friday
865,2023-07-18,Fire Hydrant,Industrial,Morning,75.0,True,SUV,False,Thursday
866,2023-11-21,Expired Meter,Downtown,Evening,25.0,True,SUV,False,Saturday
867,2023-06-22,Expired Meter,Commercial,Evening,25.0,True,Car,False,Thursday
868,2023-04-10,Expired Meter,Downtown,Afternoon,50.0,True,SUV,False,Saturday
869,2023-07-01,No Parking Zone,Commercial,Morning,50.0,False,Truck,True,Wednesday
870,2023-10-29,No Parking Zone,Commercial,Morning,75.0,True,SUV,True,Tuesday
871,2023-01-28,Expired Meter,Downtown,Evening,75.0,False,Truck,False,Wednesday
872,2023-05-04,Handicap,Residential,Morning,150.0,False,Truck,False,Saturday
873,2023-04-17,Handicap,Residential,Afternoon,50.0,True,Car,False,Friday
874,2023-08-03,Street Cleaning,Commercial,Evening,100.0,True,Car,False,Saturday
875,2023-01-05,Handicap,Residential,Afternoon,75.0,False,,False,Thursday
876,2023-06-19,Expired Meter,Commercial,Morning,50.0,True,Truck,False,Tuesday
877,2023-09-28,No Parking Zone,Residential,Afternoon,25.0,False,Truck,True,Friday
878,2023-02-24,Expired Meter,Commercial,Morning,25.0,False,Car,False,Monday
879,2023-12-10,Handicap,Commercial,Morning,75.0,True,Car,False,Friday
880,2023-02-07,Street Cleaning,Residential,Evening,75.0,True,Truck,False,Thursday
881,2023-08-14,Expired Meter,Downtown,Afternoon,50.0,True,Truck,False,Wednesday
882,2023-07-16,No Parking Zone,Downtown,Afternoon,50.0,False,Car,False,Friday
883,2023-04-07,Fire Hydrant,Commercial,Morning,100.0,False,Car,False,Thursday
884,2023-01-22,Expired Meter,Commercial,Night,150.0,True,,False,Tuesday
885,2023-08-07,Expired Meter,Commercial,Morning,25.0,True,Truck,False,Sunday
886,2023-02-08,Expired Meter,Commercial,Afternoon,75.0,True,,False,Friday
887,2023-11-19,Expired Meter,Downtown,Evening,75.0,True,Car,False,Wednesday
888,2023-07-01,Expired Meter,Residential,Night,25.0,False,Truck,False,Wednesday
889,2023-05-23,Street Cleaning,Downtown,Night,50.0,True,Truck,False,Saturday
890,2023-06-17,Street Cleaning,Residential,Afternoon,75.0,False,SUV,False,Thursday
891,2023-04-04,Expired Meter,Residential,Afternoon,,True,Car,False,Wednesday
892,2023-08-27,Fire Hydrant,Downtown,Night,100.0,True,SUV,False,Monday
893,2023-02-17,No Parking Zone,Residential,Evening,25.0,True,Car,True,Monday
894,2023-07-05,Fire Hydrant,Commercial,Afternoon,25.0,True,Car,False,Monday
895,2023-08-10,No Parking Zone,Residential,Afternoon,25.0,True,SUV,False,Wednesday
896,2023-08-02,No Parking Zone,Commercial,Evening,50.0,True,Car,False,Friday
897,2023-03-21,Expired Meter,Downtown,Afternoon,50.0,True,Car,False,Tuesday
898,2023-11-04,Expired Meter,Residential,Afternoon,25.0,True,Car,True,Friday
899,2023-04-21,Fire Hydrant,Residential,Morning,75.0,True,SUV,False,Tuesday
900,2023-12-31,Handicap,Residential,Afternoon,75.0,False,Truck,True,Monday
901,2023-11-03,Expired Meter,Commercial,Afternoon,75.0,True,SUV,True,Wednesday
902,2023-08-27,Expired Meter,Commercial,Evening,25.0,True,Motorcycle,False,Tuesday
903,2023-01-25,Handicap,Commercial,Afternoon,25.0,False,Car,False,Monday
904,2023-01-21,Expired Meter,Downtown,Evening,50.0,True,SUV,False,Wednesday
905,2023-03-15,Handicap,Residential,Afternoon,50.0,True,Car,False,Monday
906,2023-01-26,Street Cleaning,Downtown,Evening,50.0,True,Car,False,Wednesday
907,2023-12-26,Expired Meter,Downtown,Morning,50.0,True,Car,False,Saturday
908,2023-09-18,Expired Meter,Residential,Afternoon,50.0,True,Car,True,Monday
909,2023-09-01,Fire Hydrant,Commercial,Afternoon,50.0,True,Car,False,Sunday
910,2023-05-13,Expired Meter,Commercial,Afternoon,150.0,True,Car,True,Saturday
911,2023-08-12,Expired Meter,Downtown,Evening,100.0,True,Truck,True,Monday
912,2023-02-24,No Parking Zone,Commercial,Morning,50.0,True,Car,False,Saturday
913,2023-02-04,Expired Meter,Industrial,Morning,75.0,False,SUV,False,Tuesday
914,2023-04-11,Expired Meter,Downtown,Evening,25.0,False,Car,False,Friday
915,2023-06-13,Expired Meter,Residential,Evening,75.0,True,Truck,False,Sunday
916,2023-07-24,Expired Meter,Commercial,Afternoon,75.0,False,Car,False,Tuesday
917,2023-12-05,Handicap,Residential,Night,25.0,True,SUV,False,Sunday
918,2023-11-26,Expired Meter,Residential,Morning,75.0,False,Car,False,Tuesday
919,2023-07-24,No Parking Zone,Downtown,Afternoon,25.0,True,SUV,False,Saturday
920,2023-05-25,No Parking Zone,Residential,Afternoon,75.0,True,Truck,False,Saturday
921,2023-03-08,Expired Meter,Commercial,Afternoon,25.0,True,Car,True,Tuesday
922,2023-05-27,No Parking Zone,Residential,Afternoon,50.0,True,Car,False,Sunday
923,2023-08-13,No Parking Zone,Commercial,Morning,25.0,True,Car,False,Saturday
924,2023-04-12,Fire Hydrant,Commercial,Evening,25.0,False,SUV,False,Wednesday
925,2023-05-28,Fire Hydrant,Downtown,Night,50.0,True,Car,False,Sunday
926,2023-06-04,Handicap,Commercial,Night,100.0,True,Truck,False,Sunday
927,2023-10-06,No Parking Zone,Residential,Afternoon,50.0,False,Car,True,Tuesday
928,2023-07-10,No Parking Zone,Residential,Evening,25.0,False,Car,False,Thursday
929,2023-12-19,No Parking Zone,Downtown,Afternoon,100.0,True,Motorcycle,False,Saturday
930,2023-05-14,Street Cleaning,Downtown,Afternoon,50.0,True,Car,False,Monday
931,2023-07-20,Expired Meter,Residential,Afternoon,,True,Car,False,Tuesday
932,2023-08-06,No Parking Zone,Commercial,Afternoon,75.0,True,Car,True,Wednesday
933,2023-04-26,Expired Meter,Residential,Evening,25.0,True,SUV,False,Wednesday
934,2023-08-07,Fire Hydrant,Downtown,Night,75.0,False,SUV,False,Friday
935,2023-12-21,Fire Hydrant,Downtown,Afternoon,75.0,False,Truck,True,Sunday
936,2023-08-26,Expired Meter,Residential,Morning,,False,Truck,False,Thursday
937,2023-04-20,Handicap,Commercial,Afternoon,50.0,True,,True,Wednesday
938,2023-10-31,No Parking Zone,Downtown,Afternoon,50.0,True,SUV,True,Friday
939,2023-11-06,Expired Meter,Commercial,Afternoon,25.0,True,Car,False,Sunday
940,2023-12-21,Expired Meter,Residential,Afternoon,25.0,True,Car,False,Thursday
941,2023-02-19,Expired Meter,Commercial,Afternoon,,True,,False,Wednesday
942,2023-09-21,Expired Meter,Downtown,Evening,50.0,True,Car,True,Friday
943,2023-12-28,Expired Meter,Commercial,Afternoon,150.0,False,Motorcycle,False,Wednesday
944,2023-12-14,Street Cleaning,Commercial,Evening,150.0,False,Car,True,Wednesday
945,2023-11-24,Street Cleaning,Downtown,Afternoon,25.0,False,Car,False,Saturday
946,2023-04-19,Street Cleaning,Commercial,Afternoon,25.0,True,Car,False,Friday
947,2023-10-15,Expired Meter,Residential,Evening,25.0,True,Car,False,Friday
948,2023-02-14,Expired Meter,Residential,Morning,50.0,True,Car,False,Monday
949,2023-04-17,Expired Meter,Commercial,Afternoon,75.0,True,Car,False,Saturday
950,2023-05-26,No Parking Zone,Commercial,Morning,,True,Car,False,Monday
